Group,Scientific name,Common name,IUCN Red List (2023) Category,IUCN Red List (2024) Category,Reason for change,Red List version
AMPHIBIANS,Pristimantis dendrobatoides,,LC,DD,N,2024-1
AMPHIBIANS,Sabahphrynus maculatus,Spotted Asian Tree Toad,LC,EN,N,2024-1
AMPHIBIANS,Tepuihyla luteolabris,Marahuaca Treefrog,VU,NT,N,2024-1
LAMPREYS,Caspiomyzon hellenicus,Greek Brook Lamprey,CR,EN,N,2024-2
LAMPREYS,Caspiomyzon wagneri,Caspian Lamprey,NT,LC,G,2024-2
LAMPREYS,Eudontomyzon stankokaramani,,LC,NT,G,2024-2
LAMPREYS,Lampetra fluviatilis,European River Lamprey,LC,NT,N,2024-2
LAMPREYS,Lampetra planeri,European Brook Lamprey,LC,NT,N,2024-2
LAMPREYS,Lampetra zanandreai,Adriatic Brook Lamprey,LC,NT,N,2024-2
SHARKS & RAYS,Aetobatus ocellatus,Spotted Eagle Ray,VU,EN,N,2024-1
SHARKS & RAYS,Aetomylaeus vespertilio,Ornate Eagle Ray,EN,CR,N,2024-1
SHARKS & RAYS,Bathyraja abyssicola,Deepsea Skate,DD,LC,N,2024-1
SHARKS & RAYS,Dipturus nidarosiensis,Norwegian Skate,NT,EN,N,2024-1
SHARKS & RAYS,Dipturus oxyrinchus,Longnosed Skate,NT,VU,N,2024-2
SHARKS & RAYS,Hemipristis elongata,Snaggletooth Shark,VU,EN,N,2024-1
SHARKS & RAYS,Himantura leoparda,Leopard Whipray,VU,EN,N,2024-1
SHARKS & RAYS,Hypogaleus hyugaensis,Pencil Shark,LC,DD,N,2024-1
SHARKS & RAYS,Maculabatis astra,Blackspotted Whipray,LC,NT,N,2024-2
SHARKS & RAYS,Odontaspis ferox,Smalltooth Sandtiger,VU,EN,N,2024-1
SHARKS & RAYS,Pateobatis jenkinsii,Jenkins' Whipray,VU,EN,N,2024-1
SHARKS & RAYS,Potamotrygon magdalenae,Magdalena Freshwater Stingray,LC,NT,N,2024-1
SHARKS & RAYS,Raja asterias,Starry Skate,NT,LC,N,2024-2
SHARKS & RAYS,Raja undulata,Undulate Skate,EN,NT,N,2024-2
SHARKS & RAYS,Rhinochimaera africana,Paddlenose Spookfish,DD,LC,N,2024-2
SHARKS & RAYS,Urogymnus asperrimus,Porcupine Ray,VU,EN,N,2024-1
SHARKS & RAYS,Urogymnus granulatus,Mangrove Whipray,VU,EN,N,2024-1
BONY FISHES,Achondrostoma arcasii,Bermejuela,VU,NT,N,2024-2
BONY FISHES,Achondrostoma occidentale,Western Ruivaco,EN,CR,G,2024-2
BONY FISHES,Aioliops brachypterus,Shortfin Minidartfish,VU,DD,N,2024-1
BONY FISHES,Alburnoides maculatus,Crimean Spirlin,VU,EN,N,2024-2
BONY FISHES,Alburnoides ohridanus,Ohrid Spirlin,VU,NT,N,2024-2
BONY FISHES,Alburnoides prespensis,Prespa Spirlin,VU,EN,N,2024-2
BONY FISHES,Alburnus albidus,Southern Italian Bleak,VU,EN,G,2024-2
BONY FISHES,Alburnus arborella,Italian Bleak,LC,NT,N,2024-2
BONY FISHES,Alburnus belvica,Prespa Bleak,VU,EN,G,2024-2
BONY FISHES,Alburnus leobergi,Azov Shemaya,LC,VU,G,2024-2
BONY FISHES,Alburnus macedonicus,Doiran Bleak,CR,EN,N,2024-2
BONY FISHES,Alburnus mandrensis,,CR,EN,N,2024-2
BONY FISHES,Alburnus neretvae,Neretva Bleak,LC,NT,N,2024-2
BONY FISHES,Alburnus schischkovi,Rezovo Shemaya,EN,NT,N,2024-2
BONY FISHES,Alburnus scoranza,Skadar Bleak,LC,NT,G,2024-2
BONY FISHES,Alburnus vistonicus,Vistonida Shemaya,CR,EN,N,2024-2
BONY FISHES,Alosa alosa,Allis Shad,LC,CR,G,2024-2
BONY FISHES,Alosa immaculata,Pontic Shad,VU,LC,N,2024-2
BONY FISHES,Alosa killarnensis,Killarney Shad,CR,VU,N,2024-2
BONY FISHES,Alosa macedonica,Macedonian Shad,VU,CR,N,2024-2
BONY FISHES,Alosa vistonica,Thracian Shad,CR,EX,G,2024-2
BONY FISHES,Alosa volgensis,Volga Shad,EN,EX,N,2024-1
BONY FISHES,Amblyeleotris callopareia,Beautiful-cheek Shrimpgoby,DD,LC,N,2024-1
BONY FISHES,Anaecypris hispanica,Iberian Minnowcarp,EN,NT,N,2024-2
BONY FISHES,Aphanius almiriensis,Almiri Killifish,CR,LC,N,2024-1
BONY FISHES,Apricaphanius baeticus,Baetican Killifish,EN,NT,N,2024-2
BONY FISHES,Apricaphanius iberus,Spanish Killifish,EN,NT,N,2024-2
BONY FISHES,Barbatula quignardi,Lez Stone Loach,LC,CR,N,2024-2
BONY FISHES,Barbatula sturanyi,Ohrid Stone Loach,LC,NT,N,2024-2
BONY FISHES,Barbatula zetensis,Zeta Stone Loach,LC,EN,G,2024-2
BONY FISHES,Barbus bergi,Bulgarian Barbel,LC,NT,N,2024-2
BONY FISHES,Barbus caninus,Brook Barbel,EN,NT,N,2024-2
BONY FISHES,Barbus euboicus,Evia Barbel,CR,EN,N,2024-2
BONY FISHES,Barbus haasi,Iberian Redfin Barbel,VU,LC,N,2024-2
BONY FISHES,Barbus macedonicus,Macedonian Barbel,DD,LC,N,2024-2
BONY FISHES,Barbus plebejus,Italian Barbel,LC,NT,G,2024-2
BONY FISHES,Barbus prespensis,Prespa Barbel,LC,NT,N,2024-2
BONY FISHES,Barbus rebeli,Western Balkan Barbel,LC,NT,N,2024-2
BONY FISHES,Barbus strumicae,Struma Barbel,LC,NT,N,2024-2
BONY FISHES,Barbus tauricus,Crimean Barbel,VU,LC,N,2024-2
BONY FISHES,Barbus tyberinus,Horse Barbel,NT,EN,N,2024-2
BONY FISHES,Benthophiloides brauneri,Brauner’s Tadpole-Goby,DD,LC,N,2024-2
BONY FISHES,Benthophilus mahmudbejovi,Small-Spine Tadpole-Goby,LC,DD,N,2024-2
BONY FISHES,Brachygalaxias bullocki,Puye,LC,EN,N,2024-2
BONY FISHES,Bullockia maldonadoi,Bagre de Maldonado,LC,EN,N,2024-2
BONY FISHES,Cheirodon galusdae,Pocha de los Lagos,DD,LC,N,2024-1
BONY FISHES,Chelon auratus,Golden Grey Mullet,LC,NT,G,2024-2
BONY FISHES,Chelon labrosus,Thicklip Grey Mullet,LC,NT,G,2024-2
BONY FISHES,Chelon ramada,Thinlip Grey Mullet,LC,NT,G,2024-2
BONY FISHES,Chelon saliens,Leaping Mullet,LC,NT,G,2024-2
BONY FISHES,Chondrostoma knerii,Dalmatian Nase,VU,EN,N,2024-2
BONY FISHES,Chondrostoma nasus,Common Nase,LC,NT,N,2024-2
BONY FISHES,Chondrostoma prespense,Prespa Nase,VU,EN,N,2024-2
BONY FISHES,Chondrostoma soetta,Italian Nase,EN,CR,G,2024-2
BONY FISHES,Chondrostoma vardarense,Vardar Nase,NT,LC,N,2024-2
BONY FISHES,Cobitis calderoni,North Iberian Spined Loach,EN,VU,N,2024-2
BONY FISHES,Cobitis dalmatina,Dalmatian Spined Loach,VU,EN,N,2024-2
BONY FISHES,Cobitis hellenica,Louros Spined Loach,EN,NT,N,2024-2
BONY FISHES,Cobitis illyrica,Illyrian Spined Loach,CR,EN,N,2024-2
BONY FISHES,Cobitis meridionalis,Prespa Spined Loach,VU,EN,G,2024-2
BONY FISHES,Cobitis narentana,Neretva Spined Loach,VU,NT,N,2024-2
BONY FISHES,Cobitis ohridana,Ohrid Spined Loach,LC,NT,N,2024-2
BONY FISHES,Cobitis paludica,Southern Iberian Spined Loach,VU,LC,N,2024-2
BONY FISHES,Cobitis pontica,Burgas Spined Loach,LC,NT,N,2024-2
BONY FISHES,Cobitis punctilineata,Angitis Spined Loach,VU,EN,G,2024-2
BONY FISHES,Cobitis stephanidisi,Velestino Spined Loach,CR,EN,N,2024-2
BONY FISHES,Cobitis taurica,Crimean Spined Loach,CR,EN,N,2024-2
BONY FISHES,Cobitis trichonica,Trichonida Spined Loach,EN,NT,N,2024-2
BONY FISHES,Cobitis vettonica,Vettonian Spined Loach,EN,VU,N,2024-2
BONY FISHES,Coregonus albellus,Bernese Whitefish,LC,VU,N,2024-2
BONY FISHES,Coregonus alpinus,Alpine Whitefish,LC,VU,N,2024-2
BONY FISHES,Coregonus arenicolus,Sandfelchen,VU,EN,G,2024-2
BONY FISHES,Coregonus atterensis,Atter Whitefish,VU,CR,N,2024-2
BONY FISHES,Coregonus baerii,Volkhov Whitefish,DD,LC,N,2024-2
BONY FISHES,Coregonus bavaricus,Ammer Whitefish,CR,CR(PE),G,2024-2
BONY FISHES,Coregonus candidus,Neuchâtel Whitefish,VU,EN,G,2024-2
BONY FISHES,Coregonus danneri,Traun Whitefish,VU,CR,G,2024-2
BONY FISHES,Coregonus fatioi,Fatio's Whitefish,LC,VU,N,2024-2
BONY FISHES,Coregonus fontanae,Stechlin Cisco,LC,CR,G,2024-2
BONY FISHES,Coregonus heglingus,Dwarf Limmat Whitefish,DD,VU,N,2024-2
BONY FISHES,Coregonus hoferi,Chiem Whitefish,CR,EX,N,2024-2
BONY FISHES,Coregonus hoyi,,VU,LC,N,2024-2
BONY FISHES,Coregonus lucinensis,Breiter Luzin Cisco,VU,CR,G,2024-2
BONY FISHES,Coregonus macrophthalmus,Gangfisch,LC,EN,G,2024-2
BONY FISHES,Coregonus maraena,Maraena Whitefish,VU,LC,N,2024-2
BONY FISHES,Coregonus nigripinnis,,EX,DD,N,2024-2
BONY FISHES,Coregonus nobilis,Noble Whitefish,LC,VU,N,2024-2
BONY FISHES,Coregonus palaea,Three Lakes Whitefish,LC,EN,G,2024-2
BONY FISHES,Coregonus pennantii,Gwyniad,CR,EN,N,2024-2
BONY FISHES,Coregonus pollan,Irish Whitefish,EN,VU,N,2024-2
BONY FISHES,Coregonus renke,Starnberg Whitefish,DD,EX,N,2024-2
BONY FISHES,Coregonus stigmaticus,Schelly,EN,VU,N,2024-2
BONY FISHES,Coregonus suidteri,Sempach Whitefish,LC,VU,N,2024-2
BONY FISHES,Coregonus trybomi,,CR,EX,N,2024-2
BONY FISHES,Coregonus wartmanni,Blaufelchen,LC,EN,G,2024-2
BONY FISHES,Coregonus widegreni,Widegren's Whitefish,DD,LC,N,2024-2
BONY FISHES,Coregonus zuerichensis,Zurich Whitefish,LC,VU,N,2024-2
BONY FISHES,Coregonus zugensis,Zug Whitefish,LC,EX,N,2024-2
BONY FISHES,Cottus aturi,Adour Sculpin,LC,NT,N,2024-2
BONY FISHES,Cottus duranii,Dordogne Sculpin,DD,LC,N,2024-2
BONY FISHES,Cottus haemusi,Vit Sculpin,DD,EN,N,2024-2
BONY FISHES,Cottus hispaniolensis,Pyrenean Sculpin,LC,NT,N,2024-2
BONY FISHES,Cottus metae,Sava Sculpin,LC,NT,N,2024-2
BONY FISHES,Cottus petiti,Lez Sculpin,VU,CR,G,2024-2
BONY FISHES,Cottus rondeleti,Hérault Sculpin,CR,NT,N,2024-2
BONY FISHES,Cottus transsilvaniae,Argeș Sculpin,DD,EN,N,2024-2
BONY FISHES,Cyprinus carpio,Eurasian Carp,VU,LC,N,2024-2
BONY FISHES,Delminichthys adspersus,Spotted Minnow,VU,EN,N,2024-2
BONY FISHES,Dicentrarchus labrax,European Sea Bass,LC,NT,G,2024-2
BONY FISHES,Economidichthys pygmaeus,Western Greece Goby,LC,NT,N,2024-2
BONY FISHES,Eonemachilus niger,,VU,EN,N,2024-1
BONY FISHES,Favonigobius melanobranchus,Blackthroat Goby,LR/nt,LC,N,2024-1
BONY FISHES,Gobio delyamurei,Chornaya Gudgeon,CR,EN,N,2024-2
BONY FISHES,Gobio kovatschevi,Thracian Gudgeon,VU,LC,N,2024-2
BONY FISHES,Gobio krymensis,Salgir Gudgeon,VU,NT,N,2024-2
BONY FISHES,Gobio ohridanus,Ohrid Gudgeon,VU,EN,N,2024-2
BONY FISHES,Gobio skadarensis,Skadar Gudgeon,EN,LC,N,2024-2
BONY FISHES,Gymnocephalus ambriaelacus,Ammer Ruffe,CR,LC,N,2024-2
BONY FISHES,Hippocampus bargibanti,Bargibant's Seahorse,DD,LC,N,2024-2
BONY FISHES,Hippocampus denise,Denise's Pygmy Seahorse,DD,LC,N,2024-2
BONY FISHES,Hucho hucho,Danube Salmon,EN,VU,N,2024-2
BONY FISHES,Iberochondrostoma almacai,Southwestern Arched-Mouth Nase,CR,EN,N,2024-2
BONY FISHES,Iberochondrostoma lemmingii,Iberian Arched-Mouth Nase,VU,NT,N,2024-2
BONY FISHES,Iberochondrostoma lusitanicum,Portugese Arched-Mouth Nase,CR,NT,N,2024-2
BONY FISHES,Iberochondrostoma olisiponense,Lisbon Arched-Mouth Nase,CR,EN,N,2024-2
BONY FISHES,Iberochondrostoma oretanum,Jándula Arched-Mouth Nase,CR,EN,N,2024-2
BONY FISHES,Knipowitschia goerneri,Corfu Dwarf Goby,DD,NT,N,2024-2
BONY FISHES,Knipowitschia montenegrina,Montenegro Dwarf Goby,DD,NT,N,2024-2
BONY FISHES,Knipowitschia radovici,,VU,EN,N,2024-2
BONY FISHES,Leuciscus bearnensis,Bearn Beaked Dace,LC,NT,G,2024-2
BONY FISHES,Leuciscus burdigalensis,Beaked Dace,LC,NT,G,2024-2
BONY FISHES,Leucos aula,North Italian Roach,LC,NT,N,2024-2
BONY FISHES,Liniparhomaloptera disparis,Cá Vây bằng na rì,DD,LC,N,2024-2
BONY FISHES,Luciobarbus albanicus,Albanian Barbel,LC,NT,N,2024-2
BONY FISHES,Luciobarbus bocagei,Iberian Barbel,LC,NT,G,2024-2
BONY FISHES,Luciobarbus brachycephalus,Aral Barbel,VU,EN,G,2024-2
BONY FISHES,Luciobarbus comizo,Iberian Long-Snout Barbel,VU,NT,N,2024-2
BONY FISHES,Luciobarbus graecus,Greek Barbel,EN,LC,N,2024-2
BONY FISHES,Luciobarbus graellsii,Ebro Barbel,LC,NT,G,2024-2
BONY FISHES,Luciobarbus guiraonis,Eastern Iberian Barbel,VU,NT,N,2024-2
BONY FISHES,Luciobarbus microcephalus,Iberian Small-Head Barbel,VU,NT,N,2024-2
BONY FISHES,Luciobarbus sclateri,Southern Iberian Barbel,LC,NT,G,2024-2
BONY FISHES,Luciobarbus steindachneri,Steindachner's Barbel,VU,NT,N,2024-2
BONY FISHES,Ninnigobius montenegrensis,Skadar Goby,LC,NT,N,2024-2
BONY FISHES,Notarius bonillai,Cazon Sea Catfish,EN,LC,N,2024-1
BONY FISHES,Oligolepis stomias,Plain Teardrop Goby,DD,LC,N,2024-1
BONY FISHES,Orestias chungarensis,Karachi,VU,CR,N,2024-1
BONY FISHES,Orestias cuvieri,Boga,DD,CR,N,2024-1
BONY FISHES,Orestias laucaensis,Corvinilla,LR/nt,EN,N,2024-1
BONY FISHES,Orestias parinacotensis,Karachi,DD,EN,N,2024-1
BONY FISHES,Orsinigobius punctatissimus,Italian Spring Goby,NT,LC,N,2024-2
BONY FISHES,Oxynoemacheilus pindus,Pindus Stone Loach,VU,NT,N,2024-2
BONY FISHES,Pachychilon macedonicum,Macedonian Roach,DD,LC,N,2024-2
BONY FISHES,Pachychilon pictum,Albanian Roach,LC,NT,N,2024-2
BONY FISHES,Padogobius nigricans,Arno Goby,VU,EN,G,2024-2
BONY FISHES,Parachondrostoma arrigonis,Júcar Nase,CR,VU,N,2024-2
BONY FISHES,Parachondrostoma miegii,Ebro Nase,LC,NT,N,2024-2
BONY FISHES,Parachondrostoma toxostoma,French Nase,VU,NT,N,2024-2
BONY FISHES,Parachondrostoma turiense,Turia Nase,EN,VU,N,2024-2
BONY FISHES,Pelasgus epiroticus,Epirus Minnow,CR,CR(PE),G,2024-2
BONY FISHES,Pelasgus laconicus,Evrotas Minnow,CR,EN,N,2024-2
BONY FISHES,Pelasgus minutus,Ohrid Minnow,DD,VU,N,2024-2
BONY FISHES,Pelasgus stymphalicus,,LC,NT,N,2024-2
BONY FISHES,Percarina demidoffii,Common Percarina,NT,LC,N,2024-2
BONY FISHES,Petroleuciscus smyrnaeus,Smyrna Chub,LC,VU,N,2024-2
BONY FISHES,Phoxinellus dalmaticus,Dalmatian Minnow,CR,EN,N,2024-2
BONY FISHES,Phoxinellus pseudalepidotus,Mostar Minnow,VU,EN,G,2024-2
BONY FISHES,Phoxinus strandjae,Strandzha Minnow,EN,LC,N,2024-2
BONY FISHES,Potamobatrachus trispinosus,Mangangá,DD,VU,N,2024-1
BONY FISHES,Proterorhinus tataricus,Chornaya Tubenose Goby,CR,EN,N,2024-2
BONY FISHES,Protochondrostoma genei,South European Nase,LC,VU,G,2024-2
BONY FISHES,Pseudochondrostoma duriense,Northern Straight-Mouth Nase,VU,NT,N,2024-2
BONY FISHES,Pseudochondrostoma polylepis,Iberian Straight-Mouth Nase,LC,VU,N,2024-2
BONY FISHES,Pseudochondrostoma willkommii,Southern Straight-Mouth Nase,VU,NT,N,2024-2
BONY FISHES,Pungitius hellenicus,Greek Stickleback,CR,EN,N,2024-2
BONY FISHES,Romanogobio antipai,Danube Delta Gudgeon,EX,VU,N,2024-2
BONY FISHES,Romanogobio benacensis,Italian Gudgeon,EN,NT,N,2024-2
BONY FISHES,Romanogobio elimeius,Greek Stone Gudgeon,LC,NT,N,2024-2
BONY FISHES,Rutilus meidingeri,Pearlfish,EN,NT,G,2024-2
BONY FISHES,Rutilus panosi,Achelous Roach,VU,EN,N,2024-2
BONY FISHES,Rutilus pigus,Italian Roach,LC,VU,G,2024-2
BONY FISHES,Sabanejewia larvata,Italian Golden Loach,LC,VU,G,2024-2
BONY FISHES,Sabanejewia romanica,Romanian Golden Loach,NT,VU,G,2024-2
BONY FISHES,Sabanejewia vallachica,East Carpathian Golden Loach,NT,VU,G,2024-2
BONY FISHES,Salariopsis economidisi,Trichonida Blenny,CR,EN,N,2024-2
BONY FISHES,Salmo aphelios,Ohrid Summer Trout,DD,EN,N,2024-2
BONY FISHES,Salmo balcanicus,Struga Trout,DD,CR,N,2024-2
BONY FISHES,Salmo carpio,Garda Trout,CR,EN,N,2024-2
BONY FISHES,Salmo cettii,Mediterranean Trout,NT,CR,N,2024-2
BONY FISHES,Salmo fibreni,Fibreno Trout,VU,CR,N,2024-2
BONY FISHES,Salmo letnica,Ohrid Trout,DD,EN,N,2024-2
BONY FISHES,Salmo lumi,Ohrid River Trout,DD,EN,N,2024-2
BONY FISHES,Salmo macedonicus,Macedonian Trout,DD,LC,N,2024-2
BONY FISHES,Salmo marmoratus,Marble Trout,LC,VU,N,2024-2
BONY FISHES,Salmo obtusirostris,Softmouth Trout,EN,VU,N,2024-2
BONY FISHES,Salmo ohridanus,Ohrid Belvica,VU,EN,N,2024-2
BONY FISHES,Salmo pelagonicus,Pelagonian Trout,VU,LC,N,2024-2
BONY FISHES,Salmo rhodanensis,Rhône Trout,DD,LC,N,2024-2
BONY FISHES,Salmo schiefermuelleri,May Trout,DD,EX,N,2024-2
BONY FISHES,Salmo taleri,,DD,EN,N,2024-2
BONY FISHES,Salvelinus inframundus,Orkney Charr,DD,EX,N,2024-2
BONY FISHES,Salvelinus lonsdalii,Lonsdale’s Charr,CR,VU,G,2024-2
BONY FISHES,Salvelinus murta,Murta Charr,LC,VU,N,2024-2
BONY FISHES,Salvelinus profundus,Constance Deepwater Charr,EX,EN,N,2024-2
BONY FISHES,Salvelinus thingvallensis,Þingvallavatn Charr,LC,VU,N,2024-2
BONY FISHES,Salvelinus tolmachoffi,,EN,LC,N,2024-2
BONY FISHES,Salvelinus willoughbii,Willoughby’s Charr,EN,CR,N,2024-2
BONY FISHES,Salvethymus svetovidovi,,VU,LC,N,2024-2
BONY FISHES,Sarmarutilus rubilio,Apennine Roach,NT,VU,G,2024-2
BONY FISHES,Scardinius acarnanicus,Trichonis Rudd,NT,EN,N,2024-2
BONY FISHES,Scardinius graecus,Greek Rudd,CR,EN,N,2024-2
BONY FISHES,Scardinius knezevici,Skadar Rudd,LC,VU,N,2024-2
BONY FISHES,Scardinius plotizza,Neretva Rudd,LC,NT,N,2024-2
BONY FISHES,Scardinius racovitzai,Racovitza's Rudd,CR,EW,G,2024-2
BONY FISHES,Scomberomorus concolor,Monterrey Spanish Mackerel,VU,NT,N,2024-1
BONY FISHES,Silurus aristotelis,Aristotle's Catfish,DD,EN,N,2024-2
BONY FISHES,Sinocyclocheilus hyalinus,,VU,CR,G,2024-1
BONY FISHES,Squalius alburnoides,Calandino,VU,LC,N,2024-2
BONY FISHES,Squalius albus,Trasimeno Chub,LC,EN,N,2024-2
BONY FISHES,Squalius carolitertii,Northern Iberian Chub,LC,NT,N,2024-2
BONY FISHES,Squalius laietanus,Catalan Chub,LC,VU,N,2024-2
BONY FISHES,Squalius lucumonis,Etruscan Chub,EN,CR,G,2024-2
BONY FISHES,Squalius palaciosi,,CR,EX,G,2024-2
BONY FISHES,Squalius pamvoticus,Pamvotida Chub,LC,NT,N,2024-2
BONY FISHES,Squalius prespensis,Prespa Chub,LC,EN,N,2024-2
BONY FISHES,Squalius svallize,Neretva Chub,VU,NT,N,2024-2
BONY FISHES,Squalius valentinus,Eastern Iberian Chub,VU,NT,N,2024-2
BONY FISHES,Stenodus leucichthys,Caspian Inconnu,EW,NT,N,2024-2
BONY FISHES,Syngnathus caspius,Caspian Pipefish,DD,LC,N,2024-2
BONY FISHES,Telestes metohiensis,Striped Dace,VU,EN,N,2024-2
BONY FISHES,Telestes montenigrinus,Montenegro Riffle Dace,LC,NT,N,2024-2
BONY FISHES,Telestes turskyi,Tursky's Dace,CR,EN,N,2024-2
BONY FISHES,Telestes ukliva,Cetina Dace,EX,EN,N,2024-2
BONY FISHES,Thymallus aeliani,Adriatic Grayling,CR,EN,N,2024-2
BONY FISHES,Trichomycterus chungaraensis,Bagre de Chungará,VU,LC,N,2024-1
BONY FISHES,Trichomycterus laucaensis,Bagre de Lauca,LR/nt,VU,N,2024-1
BONY FISHES,Trichomycterus rivulatus,Bagre de la Puna,LR/nt,LC,N,2024-1
BONY FISHES,Triplophysa gejiuensis,,VU,CR,N,2024-1
BONY FISHES,Tropidophoxinellus hellenicus,Hellenic Minnowroach,LC,NT,N,2024-2
BONY FISHES,Tropidophoxinellus spartiaticus,Spartian Minnowroach,VU,NT,N,2024-2
BONY FISHES,Valencia hispanica,Valencian Toothcarp,CR,VU,G,2024-2
BONY FISHES,Vimba melanops,Macedonian Vimba,DD,LC,N,2024-2
BONY FISHES,Zingel asper,Rhône Streber,CR,EN,N,2024-2
BONY FISHES,Zingel balcanicus,Vardar Streber,DD,CR,N,2024-2
CRABS,Macrobrachium thysi,,DD,VU,N,2024-2
CRABS,Potamonautes lividus,Blue Swamp Forest Crab,VU,LC,N,2024-1
MOLLUSCS - Bivalves,Congeria kusceri,South Dinaric Cave Clam,VU,EN,N,2024-1
MOLLUSCS - Bivalves,Euglesa maasseni,,EN,CR,N,2024-1
MOLLUSCS - Bivalves,Euglesa pseudosphaerium,False-orb Pea Mussel,LC,VU,G,2024-1
MOLLUSCS - Bivalves,Hippopus hippopus,Horse's Hoof Clam,LR/cd,VU,N,2024-2
MOLLUSCS - Bivalves,Hippopus porcellanus,China Clam,LR/cd,VU,N,2024-2
MOLLUSCS - Bivalves,Microcondylaea bonellii,,VU,CR,G,2024-1
MOLLUSCS - Bivalves,Pseudanodonta complanata,Depressed River Mussel,VU,EN,N,2024-1
MOLLUSCS - Bivalves,Tridacna derasa,Smooth Giant Clam,VU,EN,G,2024-2
MOLLUSCS - Bivalves,Tridacna gigas,Giant Clam,VU,CR,G,2024-2
MOLLUSCS - Bivalves,Tridacna maxima,Small Giant Clam,LR/cd,LC,N,2024-2
MOLLUSCS - Bivalves,Tridacna mbalavuana,Tevoro Clam,VU,EN,N,2024-2
MOLLUSCS - Bivalves,Tridacna rosewateri,Rosewater’s Giant Clam,VU,DD,N,2024-2
MOLLUSCS - Bivalves,Tridacna squamosa,Fluted Giant Clam,LR/cd,LC,N,2024-2
MOLLUSCS - Bivalves,Unio delphinus,,NT,EN,G,2024-1
MOLLUSCS - Bivalves,Unio durieui,,EN,CR,N,2024-2
MOLLUSCS - Bivalves,Unio mancus,,NT,EN,N,2024-1
MOLLUSCS - Bivalves,Unio tumidiformis,,VU,CR,G,2024-1
MOLLUSCS - Gastropods,Acicula hausdorfi,,NT,LC,N,2024-1
MOLLUSCS - Gastropods,Albinaria fulvula,,DD,LC,N,2024-2
MOLLUSCS - Gastropods,Albinaria litoraria,,VU,NT,N,2024-2
MOLLUSCS - Gastropods,Albinaria moreletiana,,VU,NT,N,2024-2
MOLLUSCS - Gastropods,Allaegopis kerketianus,,NT,LC,N,2024-1
MOLLUSCS - Gastropods,Aristena rechingeri,,CR,EN,N,2024-2
MOLLUSCS - Gastropods,Corrosella marocana,,EN,CR,N,2024-1
MOLLUSCS - Gastropods,Helix borealis,,DD,LC,N,2024-2
MOLLUSCS - Gastropods,Isabellaria riedeli,,LC,NT,N,2024-2
MOLLUSCS - Gastropods,Isabellaria sericata,,LC,NT,G,2024-2
MOLLUSCS - Gastropods,Josephinella choristochila,,LC,DD,N,2024-2
MOLLUSCS - Gastropods,Josephinella eliaca,,LC,DD,N,2024-2
